not_crawl_id,popularity
2146991,486
3068206,487
1291828,488
26728669,489
2133323,490
25790761,491
1329936,492
1304447,493
26378579,494
25983044,495
25849049,496
26942631,497
30208010,498
4746257,499
25801066,500
24716039,501
27180759,502
26639958,503
25724855,504
1305164,505
10808442,506
1307739,507
1292523,508
27140071,509
26698000,510
26811587,511
1291586,512
10727641,513
26301582,514
26320029,515
27624661,516
11598977,517
1307442,518
2997076,519
1305065,520
11625097,521
1652618,522
10605978,523
6874403,524
27202819,525
26182910,526
30188253,527
26290367,528
26336253,529
26612258,530
1306809,531
1578507,532
26797419,533
3592853,534
1301445,535
34460763,536
19971676,537
1820156,538
2998373,539
1291844,540
4305436,541
4151110,542
26309788,543
25808075,544
1428175,545
1293318,546
1306861,547
6875263,548
26644002,549
1292286,550
3289086,551
26774033,552
1297630,553
26761416,554
3289081,555
1308767,556
25895901,557
1297223,558
27615233,559
25858785,560
26389696,561
6011806,562
1304073,563
2158490,564
1307315,565
25911694,566
26848167,567
26290410,568
5322596,569
1294371,570
26259634,571
24735062,572
3734112,573
1302827,574
26879060,575
1292484,576
2149806,577
1835843,578
30271841,579
26726098,580
10594965,581
1300992,582
3006772,583
2244426,584
1309199,585
10807909,586
25769362,587
25929151,588
1760622,589
7046723,590
25977027,591
30196805,592
1307023,593
1292337,594
30164448,595
26630781,596
1300498,597
26588314,598
1298653,599
26816090,600
1793929,601
26910820,602
4218768,603
3313801,604
1394968,605
20435622,606
26416603,607
20470074,608
4881607,609
3148027,610
1299680,611
25905044,612
1306160,613
27113517,614
1300064,615
1292225,616
26826398,617
27089612,618
24827406,619
26061679,620
6874456,621
26411409,622
3793783,623
6057942,624
1294833,625
3578981,626
25881786,627
25723583,628
21327493,629
26804147,630
1865703,631
27131218,632
25849006,633
26581837,634
30146756,635
6533054,636
26354572,637
1438652,638
10047547,639
30175306,640
1437342,641
1292262,642
3233635,643
21941804,644
26426194,645
1401533,646
1763134,647
21352814,648
6722879,649
3642835,650
26748673,651
1297995,652
3011308,653
1499008,654
27019527,655
20505982,656
1299643,657
1291822,658
1298525,659
1291838,660
1793491,661
4301043,662
27166976,663
27024959,664
25843976,665
4889554,666
1863766,667
1298644,668
21324900,669
2131940,670
26996734,671
3269068,672
33400376,673
26942645,674
11510624,675
1292659,676
4824512,677
1291870,678
26654269,679
25797778,680
30209084,681
1295280,682
26384741,683
21349734,684
1309043,685
1308752,686
27109633,687
26219652,688
26611801,689
27155276,690
6890730,691
24750534,692
2357162,693
24751763,694
20378811,695
25858759,696
4914468,697
24736566,698
21349345,699
1291577,700
26688480,701
1293964,702
6532822,703
26419637,704
6985810,705
30362186,706
3041294,707
1482911,708
4848115,709
3552028,710
25872931,711
26284621,712
6799191,713
1297862,714
26685451,715
26972258,716
26615208,717
26842702,718
6386345,719
1950148,720
20471852,721
4896304,722
1300374,723
1300566,724
26996640,725
1296201,726
1306505,727
25793398,728
3412830,729
27149818,730
27110363,731
25849475,732
1309060,733
27073057,734
25853727,735
2286642,736
1300656,737
1308817,738
1937946,739
26264454,740
1298038,741
27046758,742
10763164,743
26667056,744
5319835,745
26269510,746
26661191,747
30263995,748
30140571,749
1308857,750
1297756,751
27027913,752
24879839,753
26992383,754
10512661,755
3071604,756
6879185,757
3338862,758
2213597,759
1293013,760
26997663,761
25827963,762
23788440,763
24751754,764
1291584,765
27002635,766
26410594,767
26354336,768
30329892,769
26909790,770
27107140,771
26266072,772
6126442,773
26235346,774
4191644,775
3025447,776
27198855,777
26759539,778
25890005,779
1428878,780
2363506,781
26658568,782
25818101,783
11524967,784
1441602,785
26430636,786
1293702,787
1400868,788
24529353,789
2161696,790
27114417,791
1308076,792
10604486,793
24815950,794
1293353,795
25777636,796
11614603,797
25837262,798
5996801,799
1305355,800
20266753,801
11810348,802
1298443,803
1291879,804
3434070,805
4271894,806
3072124,807
3804629,808
1291824,809
1292226,810
25786077,811
4135710,812
1300300,813
25823132,814
1297570,815
2257732,816
1303173,817
3771562,818
26352445,819
1308804,820
30289194,821
4876722,822
26602900,823
7051830,824
1304643,825
26628329,826
25890017,827
2063914,828
34800651,829
25954475,830
25995508,831
2222996,832
1303037,833
5153254,834
3412882,835
11803087,836
2300586,837
6011805,838
26586766,839
1419936,840
3205624,841
6124012,842
3445906,843
1419969,844
1296629,845
1305333,846
27114416,847
1299288,848
1308843,849
2357703,850
25804790,851
2049435,852
26004132,853
20513061,854
1299059,855
1297763,856
26346327,857
20513059,858
1325958,859
1439579,860
3230459,861
1300117,862
1939414,863
26094129,864
1305265,865
5194471,866
30210691,867
3006309,868
16475702,869
34786971,870
1309201,871
23331914,872
1300555,873
25875021,874
10757577,875
1292217,876
1309016,877
30241301,878
2279152,879
25919910,880
3726072,881
20326665,882
1309103,883
26741061,884
26691361,885
1395091,886
3001077,887
26611076,888
5323957,889
25920885,890
1306123,891
2124703,892
25757186,893
33404726,894
1292434,895
1300868,896
27109679,897
1907464,898
2998270,899
2027938,900
10604892,901
2365260,902
27073234,903
1292704,904
11502973,905
4807924,906
1296909,907
1827955,908
1293323,909
26742730,910
10537853,911
1291581,912
5977835,913
20451290,914
1298522,915
26654498,916
10833923,917
26333560,918
1292233,919
3824672,920
4176542,921
26140241,922
4724739,923
1299765,924
25907029,925
1857099,926
1292329,927
25825412,928
2357707,929
1428602,930
1297909,931
1295064,932
30258631,933
1292528,934
19973815,935
1291839,936
26788667,937
1945330,938
1299745,939
2357711,940
3993588,941
2297265,942
1308865,943
26696879,944
26606242,945
6860160,946
1465829,947
26303622,948
22266126,949
1308722,950
1292506,951
2357701,952
3914513,953
3731581,954
26596486,955
1418605,956
1293475,957
10726941,958
25835293,959
4009651,960
1297018,961
30135113,962
5317291,963
25798131,964
26633257,965
26752547,966
2357713,967
1947089,968
26274910,969
10535568,970
1294417,971
30198539,972
1295865,973
4822848,974
1418752,975
1308575,976
1937502,977
1302678,978
3230115,979
1400665,980
5153329,981
1302987,982
6007281,983
1890784,984
1307354,985
1295229,986
11610281,987
6080775,988
3743114,989
26994789,990
1950525,991
1309059,992
6424814,993
1293908,994
25755645,995
1304022,996
1292208,997
3530403,998
1306951,999
1294561,1000
10604893,1001
2357699,1002
1292062,1003
26794701,1004
34957970,1005
1302977,1006
10598440,1007
6872273,1008
30402296,1009
27073291,1010
2357719,1011
1293929,1012
2132473,1013
25932086,1014
26683421,1015
11584016,1016
6873736,1017
3387546,1018
2124586,1019
27172891,1020
1291868,1021
27065898,1022
1302476,1023
1308753,1024
1304624,1025
2357717,1026
1309220,1027
3626416,1028
4160540,1029
1972729,1030
1301459,1031
1766086,1032
3036473,1033
1305725,1034
26694988,1035
25955779,1036
3217149,1037
1329950,1038
3737102,1039
26640371,1040
5422105,1041
1293181,1042
1895120,1043
26354526,1044
5964718,1045
25709273,1046
10344754,1047
1307389,1048
1293173,1049
1308776,1050
1308747,1051
1410556,1052
25823833,1053
1296436,1054
5502697,1055
1298898,1056
25926267,1057
1293422,1058
10545939,1059
1388216,1060
26351812,1061
3178770,1062
1291992,1063
3072086,1064
26888905,1065
11443314,1066
5908478,1067
1584750,1068
25792690,1069
25911595,1070
3279080,1071
1307323,1072
1293460,1073
20388223,1074
6984051,1075
25945280,1076
1295340,1077
34926135,1078
34930755,1079
27597250,1080
26437223,1081
27045860,1082
30299356,1083
4319218,1084
25908042,1085
26279433,1086
22266012,1087
1292214,1088
25924056,1089
1300613,1090
20444530,1091
26648249,1092
26284595,1093
24751757,1094
1885124,1095
3036478,1096
26630714,1097
3670447,1098
1300303,1099
4826419,1100
1292624,1101
20020577,1102
1293120,1103
26729868,1104
1295242,1105
25794212,1106
1304726,1107
26760160,1108
1920805,1109
1765009,1110
1293530,1111
1433360,1112
3291930,1113
4051753,1114
1309052,1115
25713408,1116
1304642,1117
1777612,1118
1433990,1119
22265687,1120
27132510,1121
5364905,1122
1292728,1123
1292895,1124
1303203,1125
1301198,1126
1309172,1127
1299327,1128
27040737,1129
24860563,1130
1291856,1131
3546019,1132
1309021,1133
4924142,1134
26916229,1135
1291836,1136
26649604,1137
6040982,1138
25838463,1139
26725678,1140
30200087,1141
25774050,1142
21359619,1143
1997679,1144
6549903,1145
1340517,1146
1853621,1147
4097023,1148
30234315,1149
25787888,1150
3711760,1151
1300741,1152
1298744,1153
4066206,1154
25834473,1155
25858604,1156
1994876,1157
1300359,1158
24743712,1159
1308927,1160
1309045,1161
1482077,1162
26389069,1163
3073124,1164
6041191,1165
25746375,1166
2132932,1167
1293792,1168
1304677,1169
3820191,1170
1408312,1171
1298040,1172
26775933,1173
20438962,1174
3006783,1175
20277632,1176
26331839,1177
1301757,1178
1394324,1179
25444447,1180
2303845,1181
1296693,1182
3143676,1183
1296778,1184
10833924,1185
3895511,1186
24695277,1187
1473074,1188
1949312,1189
1950330,1190
1293203,1191
4058933,1192
2359431,1193
25697098,1194
30242164,1195
7059671,1196
25785314,1197
1298586,1198
26235839,1199
3928370,1200
1461403,1201
26863060,1202
2209575,1203
27179039,1204
1466007,1205
1760104,1206
26778790,1207
30143333,1208
1927686,1209
1303139,1210
26718838,1211
25777330,1212
1418070,1213
4136036,1214
1298204,1215
1307747,1216
22939161,1217
26930504,1218
26753020,1219
20278505,1220
1291853,1221
30225296,1222
25738406,1223
11526817,1224
24827387,1225
1295933,1226
1291555,1227
1309070,1228
4154669,1229
24397586,1230
26773744,1231
4811813,1232
1301726,1233
1853176,1234
25700838,1235
26717795,1236
25849480,1237
1300618,1238
1305197,1239
4014396,1240
1806555,1241
4301181,1242
21937438,1243
1294461,1244
1301283,1245
27018285,1246
3813779,1247
1295399,1248
1299120,1249
27160618,1250
30198715,1251
34943623,1252
25858758,1253
1297929,1254
26598021,1255
24987018,1256
1972698,1257
1297689,1258
2028585,1259
1401604,1260
1291582,1261
3078390,1262
1299092,1263
27003543,1264
1307319,1265
4926002,1266
3606971,1267
10743974,1268
1296753,1269
1412579,1270
5290729,1271
1304585,1272
1306939,1273
3718269,1274
2063528,1275
1298112,1276
11600078,1277
21350556,1278
10827341,1279
2139553,1280
3240208,1281
25809384,1282
26796664,1283
1298128,1284
1294963,1285
1307956,1286
26304201,1287
26564988,1288
11584019,1289
26266085,1290
4709904,1291
1474189,1292
26929010,1293
3179758,1294
1294766,1295
30439557,1296
25966085,1297
1308111,1298
26877106,1299
25938803,1300
26863778,1301
1439890,1302
10746175,1303
3642843,1304
1947549,1305
27083561,1306
3754946,1307
1793912,1308
27594938,1309
1293838,1310
1304970,1311
1301578,1312
26125779,1313
1418191,1314
1299080,1315
1919245,1316
27039069,1317
1297478,1318
4249355,1319
4843637,1320
3606973,1321
1829654,1322
25713420,1323
4707230,1324
3882427,1325
1300894,1326
1307547,1327
1296203,1328
1296217,1329
10807916,1330
2223596,1331
1297102,1332
3604148,1333
1307740,1334
34801957,1335
1299513,1336
1416728,1337
26899146,1338
26718828,1339
25794302,1340
3062897,1341
25831308,1342
2028645,1343
1296011,1344
26323031,1345
3217169,1346
1422106,1347
1296666,1348
1297068,1349
25862354,1350
2044102,1351
26815162,1352
1292843,1353
1872133,1354
1303815,1355
1293607,1356
26314816,1357
1303246,1358
22265634,1359
3993559,1360
10571509,1361
1299153,1362
26337866,1363
1292529,1364
3077408,1365
24860318,1366
30390144,1367
1299365,1368
25857966,1369
1397546,1370
1307014,1371
25956520,1372
1759386,1373
2294568,1374
6839145,1375
1293315,1376
1308777,1377
1433673,1378
1305201,1379
1307766,1380
3148748,1381
25782633,1382
21263666,1383
30353076,1384
26857793,1385
3078609,1386
27133569,1387
25728006,1388
25851683,1389
1292270,1390
4206436,1391
1308848,1392
1299661,1393
1433736,1394
1294941,1395
26985857,1396
26704590,1397
10440076,1398
2053515,1399
1305903,1400
21941770,1401
3102668,1402
1294323,1403
1419974,1404
1307394,1405
3264045,1406
25796222,1407
26088403,1408
3824274,1409
1400668,1410
26990609,1411
6536180,1412
1436870,1413
2037833,1414
2363876,1415
4185834,1416
3072064,1417
6846893,1418
26357945,1419
2209368,1420
6828823,1421
27179414,1422
1302753,1423
6730004,1424
1292867,1425
3804746,1426
1294990,1427
30371819,1428
26816086,1429
30210700,1430
30259043,1431
2028677,1432
4847665,1433
11620560,1434
26289138,1435
20274039,1436
1300108,1437
1297880,1438
1905462,1439
26945085,1440
26823502,1441
26607739,1442
1307697,1443
1299193,1444
30372377,1445
1292326,1446
22733673,1447
2213591,1448
3683409,1449
3819877,1450
30249161,1451
26106958,1452
10438426,1453
1291835,1454
26415200,1455
1294362,1456
1296528,1457
26311974,1458
1299603,1459
25805054,1460
25859495,1461
1308755,1462
26905469,1463
26416155,1464
3126196,1465
25752261,1466
2037012,1467
26322774,1468
1291568,1469
26868553,1470
11584024,1471
1296837,1472
2132495,1473
22715021,1474
26762744,1475
10467774,1476
1296717,1477
1395776,1478
26844922,1479
1301746,1480
6021916,1481
1302770,1482
2159331,1483
3233761,1484
1310177,1485
1293759,1486
1308751,1487
1301171,1488
2132220,1489
27069427,1490
25882861,1491
1922273,1492
27000981,1493
4817901,1494
1781126,1495
2364054,1496
3077742,1497
1298759,1498
6845667,1499
1292222,1500
1293414,1501
6873042,1502
25856453,1503
1293258,1504
26995137,1505
6991110,1506
6878446,1507
27072795,1508
25728010,1509
4718369,1510
1295485,1511
27135473,1512
4860078,1513
1297785,1514
5996800,1515
4735944,1516
19899718,1517
4798888,1518
27093707,1519
25760247,1520
30376977,1521
1297304,1522
27201353,1523
1293531,1524
3018122,1525
1295469,1526
23856234,1527
26299410,1528
1306154,1529
1585236,1530
1460996,1531
10562987,1532
25835285,1533
26818314,1534
1292275,1535
26323032,1536
25747204,1537
26616690,1538
3036997,1539
30462527,1540
6984064,1541
5360033,1542
1307657,1543
1309078,1544
2357708,1545
26754831,1546
5993138,1547
4323732,1548
10576419,1549
4059245,1550
1295292,1551
10546436,1552
1291554,1553
26279120,1554
1308820,1555
11808948,1556
25846857,1557
1301381,1558
26662798,1559
2350904,1560
7003416,1561
25761178,1562
25958787,1563
2369845,1564
1308827,1565
27193043,1566
30317706,1567
4767216,1568
1301617,1569
1301509,1570
1307371,1571
1986338,1572
10831449,1573
1295045,1574
26000205,1575
1291869,1576
1297151,1577
1308811,1578
34930756,1579
1484760,1580
1418190,1581
1297517,1582
1760027,1583
20388198,1584
26316956,1585
3075983,1586
26898747,1587
27042405,1588
27621727,1589
1767042,1590
30329902,1591
1296978,1592
5154799,1593
3012013,1594
1301345,1595
4206357,1596
30209802,1597
3101548,1598
24879820,1599
1292553,1600
2998253,1601
26701196,1602
4133814,1603
25881780,1604
26787124,1605
4116481,1606
2132412,1607
25951736,1608
30483355,1609
2131654,1610
1300070,1611
27000061,1612
25788426,1613
4724373,1614
7064681,1615
5993185,1616
1309136,1617
4942776,1618
1297110,1619
3878157,1620
4896263,1621
1297965,1622
26662192,1623
7056414,1624
2037796,1625
1292757,1626
26362351,1627
1945336,1628
26827040,1629
1296519,1630
25884416,1631
1292344,1632
4133988,1633
26711487,1634
1433577,1635
1305582,1636
26850326,1637
1305666,1638
2303163,1639
1296272,1640
1607471,1641
3279107,1642
1307542,1643
1291588,1644
5294851,1645
1294007,1646
26786642,1647
5244092,1648
19957083,1649
1304854,1650
1292348,1651
26603666,1652
30288638,1653
3305722,1654
3104794,1655
25894431,1656
26650037,1657
25880244,1658
1292642,1659
2153526,1660
1298817,1661
3430271,1662
27080656,1663
1292697,1664
26600660,1665
1315316,1666
25964630,1667
1293135,1668
1296947,1669
25850122,1670
1401118,1671
26858510,1672
25750969,1673
26425072,1674
1294948,1675
7916027,1676
1827713,1677
1978369,1678
10487568,1679
26309969,1680
1309156,1681
1293050,1682
3769423,1683
1308338,1684
2065021,1685
1306737,1686
26935251,1687
3033864,1688
1300265,1689
7155083,1690
1966464,1691
11502154,1692
4116480,1693
30143336,1694
10540066,1695
1296253,1696
25753166,1697
26757373,1698
1296992,1699
1293265,1700
1308851,1701
10772258,1702
1301582,1703
2028666,1704
2997134,1705
1793903,1706
1292268,1707
2131291,1708
26698301,1709
30427480,1710
27186353,1711
1297970,1712
2215609,1713
25817534,1714
1297710,1715
10759926,1716
1300275,1717
27069070,1718
1890572,1719
1308129,1720
10453723,1721
6537486,1722
30241102,1723
1307856,1724
1790577,1725
6887029,1726
30209818,1727
1304056,1728
22992794,1729
2072478,1730
1294927,1731
3036460,1732
4004731,1733
4221462,1734
10573695,1735
1981242,1736
25845910,1737
1301865,1738
1441238,1739
6782006,1740
25766754,1741
3550132,1742
5967821,1743
25908051,1744
3003830,1745
1947091,1746
10741220,1747
26022182,1748
5977836,1749
1291573,1750
26220731,1751
27088750,1752
3566266,1753
1292048,1754
10485526,1755
1299250,1756
20514947,1757
1306057,1758
2131669,1759
1297294,1760
6796158,1761
26744597,1762
1291851,1763
26437237,1764
1484091,1765
5364987,1766
3259993,1767
1306802,1768
1305279,1769
1309084,1770
27668334,1771
1293471,1772
1306712,1773
1309004,1774
6973460,1775
1310178,1776
30249076,1777
26345736,1778
1464563,1779
26235349,1780
1478926,1781
1306808,1782
30307197,1783
1305183,1784
1307853,1785
1293167,1786
3011997,1787
1295646,1788
24753811,1789
1292925,1790
30204142,1791
1301231,1792
1298909,1793
1293989,1794
1457218,1795
1499148,1796
1292047,1797
3908423,1798
26356789,1799
1308799,1800
20257326,1801
7065417,1802
3992381,1803
1293434,1804
25933890,1805
1294262,1806
30397096,1807
25917789,1808
1292699,1809
1300361,1810
26220717,1811
26351867,1812
1304641,1813
26277156,1814
26394441,1815
26282448,1816
2044089,1817
1428051,1818
3071461,1819
26651353,1820
23048775,1821
26809592,1822
26339213,1823
1308838,1824
2994851,1825
4164444,1826
5327463,1827
26322809,1828
1297544,1829
30170847,1830
26410593,1831
4913200,1832
1585146,1833
1433602,1834
27615564,1835
1306664,1836
5360889,1837
25932065,1838
26219893,1839
25830732,1840
20443013,1841
4824515,1842
24741412,1843
1294114,1844
1309044,1845
10484041,1846
6019180,1847
2028669,1848
1892531,1849
27040853,1850
1292288,1851
1303451,1852
1293799,1853
27046645,1854
2354729,1855
26952704,1856
3742937,1857
26348846,1858
21327512,1859
1474185,1860
1422925,1861
3626372,1862
3690289,1863
27037539,1864
1937621,1865
3606975,1866
26307755,1867
1295384,1868
1292962,1869
30192401,1870
30293828,1871
25855951,1872
24723061,1873
1292444,1874
4082101,1875
3927749,1876
3158990,1877
30163500,1878
1305224,1879
26839466,1880
1303376,1881
1298252,1882
1293145,1883
6827727,1884
1308741,1885
10810745,1886
1293765,1887
1434272,1888
1308819,1889
3179706,1890
6829652,1891
1466394,1892
1844413,1893
1820145,1894
3026357,1895
1302100,1896
1295686,1897
26766760,1898
26946510,1899
30454698,1900
2364086,1901
20388224,1902
26892281,1903
26718803,1904
1300055,1905
1296684,1906
26145033,1907
3011102,1908
5262338,1909
26770697,1910
3007773,1911
1309071,1912
6803494,1913
1301434,1914
26935296,1915
30434174,1916
25880937,1917
1306733,1918
10583098,1919
1308833,1920
1401535,1921
3792848,1922
10773239,1923
3397503,1924
1291831,1925
1471507,1926
1498818,1927
1962116,1928
11627068,1929
1309203,1930
3602084,1931
1294991,1932
26728641,1933
3718447,1934
1302642,1935
1295148,1936
1305053,1937
1293993,1938
1295647,1939
1292212,1940
1293566,1941
23126901,1942
1300399,1943
1393479,1944
10450409,1945
1306870,1946
1476023,1947
6870493,1948
1295872,1949
25827741,1950
1307052,1951
3356338,1952
1418187,1953
1307849,1954
1756073,1955
1432972,1956
1307332,1957
11501396,1958
1309209,1959
6311305,1960
6070226,1961
1291936,1962
4014397,1963
26874517,1964
21332518,1965
1294194,1966
6393127,1967
26657126,1968
25823840,1969
27074301,1970
1302522,1971
6558801,1972
10484117,1973
1309184,1974
3073268,1975
26756049,1976
1849959,1977
26220650,1978
11601131,1979
4845414,1980
1293749,1981
26375609,1982
4832288,1983
26169607,1984
3244162,1985
22557335,1986
1294753,1987
4280770,1988
1292973,1989
1295120,1990
24718797,1991
2033822,1992
26703158,1993
1308290,1994
1299550,1995
24743728,1996
2277018,1997
27114240,1998
1301912,1999
1300830,2000
1962508,2001
3023164,2002
1305114,2003
2364074,2004
1306982,2005
1305071,2006
27145041,2007
1293825,2008
26628382,2009
4312428,2010
10791575,2011
25955491,2012
1946882,2013
34913607,2014
1309027,2015
4706257,2016
1773217,2017
1309160,2018
1477448,2019
1306692,2020
4832825,2021
26580108,2022
1455979,2023
1295253,2024
1422920,2025
25945356,2026
1292260,2027
25944714,2028
1305978,2029
1309116,2030
1293658,2031
5968834,2032
1295106,2033
34947803,2034
1863955,2035
26628282,2036
3654340,2037
3077413,2038
30318230,2039
1306541,2040
2222995,2041
1498831,2042
1292049,2043
26356631,2044
7051900,2045
1301169,2046
34951277,2047
26420932,2048
1294671,2049
26967920,2050
1309088,2051
1306403,2052
2080133,2053
30352998,2054
30402056,2055
10467125,2056
24750460,2057
1300282,2058
2148257,2059
27053945,2060
3230462,2061
1295873,2062
1307762,2063
3074408,2064
1898223,2065
1293732,2066
1308974,2067
1307931,2068
25757187,2069
30481973,2070
26287884,2071
3074503,2072
1307527,2073
1298120,2074
22266320,2075
1308769,2076
1299952,2077
4906427,2078
30413195,2079
5258017,2080
1294183,2081
26877406,2082
1292769,2083
1428877,2084
1297003,2085
25881247,2086
6527269,2087
4812830,2088
1309020,2089
5908477,2090
1308038,2091
1302109,2092
1308587,2093
26984538,2094
1307696,2095
1294037,2096
26340522,2097
4190211,2098
24325861,2099
25753326,2100
1867332,2101
30395081,2102
24325923,2103
1300537,2104
3415993,2105
1293124,2106
1440855,2107
27607378,2108
5355187,2109
5322572,2110
33424345,2111
6738735,2112
26289126,2113
1303717,2114
1307868,2115
11443810,2116
1873750,2117
1300056,2118
1949005,2119
1292065,2120
24839498,2121
27090753,2122
3329192,2123
1302434,2124
3077791,2125
5262339,2126
27042467,2127
25905124,2128
26661189,2129
4728471,2130
26586432,2131
11443807,2132
3073073,2133
26353372,2134
25864124,2135
3569943,2136
30158971,2137
30394484,2138
3990098,2139
1292371,2140
1464338,2141
5028536,2142
25962735,2143
30272143,2144
25978126,2145
6771529,2146
20514871,2147
27617284,2148
26591654,2149
2174535,2150
2054026,2151
3792816,2152
25822430,2153
3013580,2154
30279883,2155
1316580,2156
1292267,2157
10546747,2158
1300069,2159
1306610,2160
1985677,2161
1304026,2162
3037329,2163
3077668,2164
25855071,2165
1299582,2166
26374205,2167
27040774,2168
1303535,2169
3532614,2170
26949241,2171
3736637,2172
1293456,2173
25819229,2174
27098363,2175
26369884,2176
1308892,2177
3915458,2178
1291840,2179
1303145,2180
7065161,2181
1469353,2182
1306894,2183
1419904,2184
3009161,2185
26944582,2186
10877413,2187
4263789,2188
26871669,2189
1306607,2190
4099231,2191
1853770,2192
1793909,2193
1464540,2194
1293515,2195
1304132,2196
27064658,2197
1819388,2198
24845115,2199
26806528,2200
4944008,2201
27180599,2202
26313740,2203
26738204,2204
1307917,2205
3569911,2206
26421030,2207
10527288,2208
26147418,2209
1303067,2210
1291842,2211
2969282,2212
1305789,2213
10568385,2214
6110546,2215
1792917,2216
26715617,2217
34966852,2218
26781703,2219
1295318,2220
